"Name","Country","code","link","run_against","total_out","others_avg","BattingAverage","Inns","Not_out"
"nitish kumar reddy","india",1175496,"https://stats.espncricinfo.com/ci/engine/player/1175496.html?class=1;template=results;type=allround;view=match",4896,178,27.50561798,37.25,9,1
"shah nyalchand","india",31830,"https://stats.espncricinfo.com/ci/engine/player/31830.html?class=1;template=results;type=allround;view=match",2184,72,30.33333333,7,2,1
"naman ojha","india",32102,"https://stats.espncricinfo.com/ci/engine/player/32102.html?class=1;template=results;type=allround;view=match",2440,80,30.5,28,2,0
"pragyan ojha","india",32130,"https://stats.espncricinfo.com/ci/engine/player/32130.html?class=1;template=results;type=allround;view=match",24469,612,39.98202614,8.9,27,17
"devdutt padikkal","india",1119026,"https://stats.espncricinfo.com/ci/engine/player/1119026.html?class=1;template=results;type=allround;view=match",3103,98,31.66326531,30,3,0
"ajit pai","india",32149,"https://stats.espncricinfo.com/ci/engine/player/32149.html?class=1;template=results;type=allround;view=match",2291,79,29,5,2,0
"phiroze palia","india",32157,"https://stats.espncricinfo.com/ci/engine/player/32157.html?class=1;template=results;type=allround;view=match",2759,103,26.78640777,9.66,4,1
"chandrakant pandit","india",32179,"https://stats.espncricinfo.com/ci/engine/player/32179.html?class=1;template=results;type=allround;view=match",5480,155,35.35483871,24.42,8,1
"hardik pandya","india",625371,"https://stats.espncricinfo.com/ci/engine/player/625371.html?class=1;template=results;type=allround;view=match",9530,311,30.64308682,31.29,18,1
"pankaj singh","india",32973,"https://stats.espncricinfo.com/ci/engine/player/32973.html?class=1;template=results;type=allround;view=match",3265,100,32.65,3.33,4,1
"rishabh pant","india",931581,"https://stats.espncricinfo.com/ci/engine/player/931581.html?class=1;template=results;type=allround;view=match",34284,1149,29.8381201,42.11,75,5
"ghulam parkar","india",32201,"https://stats.espncricinfo.com/ci/engine/player/32201.html?class=1;template=results;type=allround;view=match",2391,77,31.05194805,3.5,2,0
"ramnath parkar","india",32202,"https://stats.espncricinfo.com/ci/engine/player/32202.html?class=1;template=results;type=allround;view=match",2873,102,28.16666667,20,4,0
"dhiraj parsana","india",32207,"https://stats.espncricinfo.com/ci/engine/player/32207.html?class=1;template=results;type=allround;view=match",3027,99,30.57575758,0.5,2,0
"chandrakant patankar","india",32220,"https://stats.espncricinfo.com/ci/engine/player/32220.html?class=1;template=results;type=allround;view=match",2585,79,32.72151899,14,2,1
"mansur ali khan pataudi","india",32222,"https://stats.espncricinfo.com/ci/engine/player/32222.html?class=1;template=results;type=allround;view=match",36287,1111,32.66156616,34.91,83,3
"iftikhar ali khan pataudi","india",32224,"https://stats.espncricinfo.com/ci/engine/player/32224.html?class=1;template=results;type=allround;view=match",5550,180,30.83333333,11,5,0
"axar patel","india",554691,"https://stats.espncricinfo.com/ci/engine/player/554691.html?class=1;template=results;type=allround;view=match",11379,399,28.51879699,35.88,22,4
"brijesh patel","india",32231,"https://stats.espncricinfo.com/ci/engine/player/32231.html?class=1;template=results;type=allround;view=match",17520,527,33.24478178,29.45,38,5
"jasubhai patel","india",32236,"https://stats.espncricinfo.com/ci/engine/player/32236.html?class=1;template=results;type=allround;view=match",6396,211,30.31279621,2.77,10,1
"munaf patel","india",32965,"https://stats.espncricinfo.com/ci/engine/player/32965.html?class=1;template=results;type=allround;view=match",14197,372,38.16397849,7.5,14,6
"parthiv patel","india",32242,"https://stats.espncricinfo.com/ci/engine/player/32242.html?class=1;template=results;type=allround;view=match",24902,639,38.97026604,31.13,38,8
"rashid patel","india",32249,"https://stats.espncricinfo.com/ci/engine/player/32249.html?class=1;template=results;type=allround;view=match",2333,81,28.80246914,0,2,0
"irfan pathan","india",32685,"https://stats.espncricinfo.com/ci/engine/player/32685.html?class=1;template=results;type=allround;view=match",28939,715,40.47412587,31.57,40,5
"yuvraj of patiala","india",32278,"https://stats.espncricinfo.com/ci/engine/player/32278.html?class=1;template=results;type=allround;view=match",2415,78,30.96153846,42,2,0
"rajat patidar","india",823703,"https://stats.espncricinfo.com/ci/engine/player/823703.html?class=1;template=results;type=allround;view=match",4574,126,36.3015873,10.5,6,0
"sandeep patil","india",32283,"https://stats.espncricinfo.com/ci/engine/player/32283.html?class=1;template=results;type=allround;view=match",22552,644,35.01863354,36.93,47,4
"sadashiv patil","india",32284,"https://stats.espncricinfo.com/ci/engine/player/32284.html?class=1;template=results;type=allround;view=match",2373,74,32.06756757,0,1,1
"dattu phadkar","india",32309,"https://stats.espncricinfo.com/ci/engine/player/32309.html?class=1;template=results;type=allround;view=match",24510,691,35.47033285,32.34,45,7
"ramesh powar","india",32391,"https://stats.espncricinfo.com/ci/engine/player/32391.html?class=1;template=results;type=allround;view=match",3202,95,33.70526316,6.5,2,0
"manoj prabhakar","india",32323,"https://stats.espncricinfo.com/ci/engine/player/32323.html?class=1;template=results;type=allround;view=match",31102,837,37.15890084,32.65,58,9
"venkatesh prasad","india",32345,"https://stats.espncricinfo.com/ci/engine/player/32345.html?class=1;template=results;type=allround;view=match",30182,830,36.36385542,7.51,47,20
"msk prasad","india",32346,"https://stats.espncricinfo.com/ci/engine/player/32346.html?class=1;template=results;type=allround;view=match",6863,200,34.315,11.77,10,1
"erapalli prasanna","india",32357,"https://stats.espncricinfo.com/ci/engine/player/32357.html?class=1;template=results;type=allround;view=match",41183,1262,32.63312203,11.48,84,20
"prasidh krishna","india",917159,"https://stats.espncricinfo.com/ci/engine/player/917159.html?class=1;template=results;type=allround;view=match",3359,125,26.872,2,5,3
"cheteshwar pujara","india",32540,"https://stats.espncricinfo.com/ci/engine/player/32540.html?class=1;template=results;type=allround;view=match",77834,2373,32.79983144,43.6,176,11
"pananmal punjabi","india",32371,"https://stats.espncricinfo.com/ci/engine/player/32371.html?class=1;template=results;type=allround;view=match",4587,162,28.31481481,16.4,10,0
"ajinkya rahane","india",277916,"https://stats.espncricinfo.com/ci/engine/player/277916.html?class=1;template=results;type=allround;view=match",64922,1978,32.82204247,38.46,144,12
"kl rahul","india",422108,"https://stats.espncricinfo.com/ci/engine/player/422108.html?class=1;template=results;type=allround;view=match",47106,1476,31.91463415,33.57,101,4
"suresh raina","india",33335,"https://stats.espncricinfo.com/ci/engine/player/33335.html?class=1;template=results;type=allround;view=match",18446,451,40.90022173,26.48,31,2
"kanwar rai singh","india",33009,"https://stats.espncricinfo.com/ci/engine/player/33009.html?class=1;template=results;type=allround;view=match",2665,78,34.16666667,13,2,0
"vijay rajindernath","india",33027,"https://stats.espncricinfo.com/ci/engine/player/33027.html?class=1;template=results;type=allround;view=match",2496,75,33.28,0,0,0
"rajinder pal","india",33028,"https://stats.espncricinfo.com/ci/engine/player/33028.html?class=1;template=results;type=allround;view=match",2470,78,31.66666667,6,2,1
"lalchand rajput","india",33034,"https://stats.espncricinfo.com/ci/engine/player/33034.html?class=1;template=results;type=allround;view=match",3221,100,32.21,26.25,4,0
"venkatapathy raju","india",33044,"https://stats.espncricinfo.com/ci/engine/player/33044.html?class=1;template=results;type=allround;view=match",23719,678,34.98377581,10,34,10
"woorkeri raman","india",33058,"https://stats.espncricinfo.com/ci/engine/player/33058.html?class=1;template=results;type=allround;view=match",9214,298,30.91946309,24.88,19,1
"cotar ramaswami","india",33059,"https://stats.espncricinfo.com/ci/engine/player/33059.html?class=1;template=results;type=allround;view=match",3499,94,37.22340426,56.66,4,1
"gulabrai ramchand","india",33062,"https://stats.espncricinfo.com/ci/engine/player/33062.html?class=1;template=results;type=allround;view=match",24788,764,32.44502618,24.58,53,5
"sadagoppan ramesh","india",33066,"https://stats.espncricinfo.com/ci/engine/player/33066.html?class=1;template=results;type=allround;view=match",17369,483,35.96066253,37.97,37,1
"ladha ramji","india",33068,"https://stats.espncricinfo.com/ci/engine/player/33068.html?class=1;template=results;type=allround;view=match",2536,79,32.10126582,0.5,2,0
"commandur rangachari","india",33088,"https://stats.espncricinfo.com/ci/engine/player/33088.html?class=1;template=results;type=allround;view=match",5825,130,44.80769231,2.66,6,3
"khandu rangnekar","india",33091,"https://stats.espncricinfo.com/ci/engine/player/33091.html?class=1;template=results;type=allround;view=match",4334,119,36.42016807,5.5,6,0
"vasant ranjane","india",33092,"https://stats.espncricinfo.com/ci/engine/player/33092.html?class=1;template=results;type=allround;view=match",8280,227,36.47577093,6.66,9,3
"vikram rathour","india",33120,"https://stats.espncricinfo.com/ci/engine/player/33120.html?class=1;template=results;type=allround;view=match",6305,189,33.35978836,13.1,10,0
"ajay ratra","india",33127,"https://stats.espncricinfo.com/ci/engine/player/33127.html?class=1;template=results;type=allround;view=match",7143,183,39.03278689,18.11,10,1
"vivek razdan","india",33151,"https://stats.espncricinfo.com/ci/engine/player/33151.html?class=1;template=results;type=allround;view=match",3179,93,34.1827957,6,2,1
"bharath reddy","india",33152,"https://stats.espncricinfo.com/ci/engine/player/33152.html?class=1;template=results;type=allround;view=match",4894,131,37.35877863,9.5,5,1
"madhusudan rege","india",33164,"https://stats.espncricinfo.com/ci/engine/player/33164.html?class=1;template=results;type=allround;view=match",2516,72,34.94444444,7.5,2,0
"ambar roy","india",33182,"https://stats.espncricinfo.com/ci/engine/player/33182.html?class=1;template=results;type=allround;view=match",4050,152,26.64473684,13,7,0
"pankaj roy","india",33186,"https://stats.espncricinfo.com/ci/engine/player/33186.html?class=1;template=results;type=allround;view=match",30777,955,32.22722513,32.56,79,4
"pranab roy","india",33187,"https://stats.espncricinfo.com/ci/engine/player/33187.html?class=1;template=results;type=allround;view=match",3174,82,38.70731707,35.5,3,1
"wriddhiman saha","india",279810,"https://stats.espncricinfo.com/ci/engine/player/279810.html?class=1;template=results;type=allround;view=match",35078,985,35.61218274,29.41,56,10
"navdeep saini","india",700167,"https://stats.espncricinfo.com/ci/engine/player/700167.html?class=1;template=results;type=allround;view=match",3927,104,37.75961538,4,3,1
"balwinder sandhu","india",33816,"https://stats.espncricinfo.com/ci/engine/player/33816.html?class=1;template=results;type=allround;view=match",7520,208,36.15384615,30.57,11,4
"rahul sanghvi","india",34214,"https://stats.espncricinfo.com/ci/engine/player/34214.html?class=1;template=results;type=allround;view=match",2408,76,31.68421053,1,2,0
"sarandeep singh","india",34211,"https://stats.espncricinfo.com/ci/engine/player/34211.html?class=1;template=results;type=allround;view=match",4349,101,43.05940594,43,2,1
"dilip sardesai","india",33850,"https://stats.espncricinfo.com/ci/engine/player/33850.html?class=1;template=results;type=allround;view=match",25360,717,35.36959554,39.23,55,4
"chandu sarwate","india",33859,"https://stats.espncricinfo.com/ci/engine/player/33859.html?class=1;template=results;type=allround;view=match",9084,242,37.53719008,13,17,1
"ramesh saxena","india",33882,"https://stats.espncricinfo.com/ci/engine/player/33882.html?class=1;template=results;type=allround;view=match",2961,75,39.48,12.5,2,0
"virender sehwag","india",35263,"https://stats.espncricinfo.com/ci/engine/player/35263.html?class=1;template=results;type=allround;view=match",90489,2300,39.34304348,49.43,178,6
"thirumalai sekar","india",33891,"https://stats.espncricinfo.com/ci/engine/player/33891.html?class=1;template=results;type=allround;view=match",3132,82,38.19512195,0,1,1
"khokhan sen","india",34741,"https://stats.espncricinfo.com/ci/engine/player/34741.html?class=1;template=results;type=allround;view=match",13169,347,37.95100865,11.78,18,4
"ak sengupta","india",33895,"https://stats.espncricinfo.com/ci/engine/player/33895.html?class=1;template=results;type=allround;view=match",2594,79,32.83544304,4.5,2,0
"ajay sharma","india",33943,"https://stats.espncricinfo.com/ci/engine/player/33943.html?class=1;template=results;type=allround;view=match",2402,79,30.40506329,26.5,2,0
"chetan sharma","india",33949,"https://stats.espncricinfo.com/ci/engine/player/33949.html?class=1;template=results;type=allround;view=match",20432,543,37.62799263,22,27,9
"gopal sharma","india",33952,"https://stats.espncricinfo.com/ci/engine/player/33952.html?class=1;template=results;type=allround;view=match",5275,160,32.96875,3.66,4,1
"ishant sharma","india",236779,"https://stats.espncricinfo.com/ci/engine/player/236779.html?class=1;template=results;type=allround;view=match",93465,2544,36.73938679,8.26,142,47
"karn sharma","india",30288,"https://stats.espncricinfo.com/ci/engine/player/30288.html?class=1;template=results;type=allround;view=match",3181,78,40.78205128,8,2,1
"parthasarthi sharma","india",33958,"https://stats.espncricinfo.com/ci/engine/player/33958.html?class=1;template=results;type=allround;view=match",4965,156,31.82692308,18.7,10,0
"rohit sharma","india",34102,"https://stats.espncricinfo.com/ci/engine/player/34102.html?class=1;template=results;type=allround;view=match",51743,1580,32.74873418,40.57,116,10
"sanjeev sharma","india",33963,"https://stats.espncricinfo.com/ci/engine/player/33963.html?class=1;template=results;type=allround;view=match",3704,101,36.67326733,28,3,1
"ravi shastri","india",33975,"https://stats.espncricinfo.com/ci/engine/player/33975.html?class=1;template=results;type=allround;view=match",60538,1679,36.05598571,35.79,121,14
